Knox College,1,40.9416833,-90.3713045
New York University Medical School,1,40.7420922,-73.9742482
Brown University,6,41.8267175,-71.4025625
University of Connecticut,8,41.8077414,-72.2539805
Western Reserve University Medical School,1,41.5046168,-81.6034653
Wesleyan University,14,41.5566104,-72.6569041
Johns Hopkins School of Medicine,1,39.2988678,-76.5922432
De Pauw University,1,64.8890888,-147.8068053
Wayne University,1,42.35615,-83.06853
St. Joseph's College for Women,1,9.498708,76.3290846
Trinity College,3,41.747078,-72.690375
"University of California, Los Angeles",2,34.068921,-118.4451812
The Putney School,1,42.9848218,-72.5522899
Chicago City Junior College,1,41.877115,-87.6314572
University of Nebraska,1,42.02871,-103.73095
Washington Square College,2,30.298809,-97.7431316
Laval University,1,46.7819799,-71.2748145
Colby College,1,44.5639334,-69.6620965
Washington and Jefferson College,5,40.1714316,-80.2399309
Vanderbilt University,1,36.14811,-86.80305
University of Iowa,1,41.6626963,-91.5548998
Dickinson College,1,40.20287,-77.24526
University of Sao Paulo,3,-23.5613991,-46.7307891
Oberlin College,15,41.2948457,-82.2233319
Medical College of Virginia,2,37.5404076,-77.4312192
Kansas University,1,38.8134,-97.60949
University of Pennsylvania,20,39.9522188,-75.1932137
Manhattanville College,1,41.0322069,-73.7147813
University of Rochester,9,43.1305531,-77.6260033
Northwestern University,23,42.0539102,-87.6748758
Vassar College,25,41.68704,-73.89541
Reed College,2,45.48096,-122.63028
Rosemont College,2,40.0340359,-75.3288282
Tulane University,1,29.9403477,-90.1207279
Kirksville College of Osteopathy,1,40.1938124,-92.5885449
Furman University,1,34.9245893,-82.4391367
Temple University,2,39.9820942,-75.1546786
Bucknell University,1,40.95536,-76.88413
Boston University,2,42.33399,-71.10477
University of Wisconsin,7,43.07388,-89.41095
Emory University,1,33.7920794,-84.3239795
Government of India,1,22.473453,88.3541059
Loretto Heights College,1,39.6608551,-105.0283712
Brooklyn College,4,40.6309949,-73.9544124
Harvard College,7,42.3744537,-71.1170743
University of Minnesota,8,44.97441,-93.233
Baldwin School,1,42.7369758,-83.1638244
New York Univerisyt,1,40.7295134,-73.9964609
Chicago Medical School,1,42.3005159,-87.8596187
New York University,20,40.7295134,-73.9964609
Jefferson Medical College,1,39.9486408,-75.1580858
Academy of Natural Science of Philadelphia,1,39.9568251,-75.1711803
Randolph-Macon Women's College,1,37.4564163,-79.2563916
Harvard University,25,42.3770029,-71.1166601
Pennsylvania State College,1,40.7933949,-77.8600012
Mount Holyoke College,12,42.2567291,-72.5757671
Boston College,1,42.33565,-71.17116
Marquette University,4,43.0388508,-87.9304238
University of Chicago,19,41.78976,-87.59977
"New York University, School of Medicine",2,40.7420922,-73.9742482
Johns Hopkins University School of Medicine,1,39.2988678,-76.5922432
Drury College,13,37.2210679,-93.2869935
American Museum of Natural History,4,40.7813241,-73.9739882
Fenwick High School,1,41.8811428,-87.7889469
University of Massachusetts,7,42.3910761,-72.5265441
Institute of Tropical Medicine,1,-0.0898942,34.7676247
University of Missouri Medical School,2,38.6352195,-90.2634948
Long Island College of Medicine,1,40.6907165,-73.997837
Dartmouth Medical School,1,43.6728862,-72.2721993
College of the City of New York,2,40.728606,-73.9957205
Barnard College,3,40.8093953,-73.963384
Bryn Mawr College,3,40.0266576,-75.3143902
Pennsylvania College for Women,4,40.4475765,-79.9234461
University of New Hampshire,1,43.138948,-70.9370252
Smith College,10,42.3180957,-72.6372341
Southwest Missouri State Teachers College,5,38.9791171,-90.9871623
Acadia University,1,45.0889286,-64.3680905
McGill University,8,45.5047847,-73.5771511
Goucher College,10,39.4087187,-76.5965617
College of Wooster,1,40.8110565,-81.9335997
University of Vermont,8,44.13878,-72.65998
University of Illinois,13,40.1019523,-88.2271615
Johns Hopkins University,12,39.3249281,-76.6233538
DePaul University,2,41.8776314,-87.6272206
Johns Hopkins Medical School,3,39.2895368,-76.6071495
Hofstra College,1,40.7136931,-73.6040401
Rutgers University,4,40.74216,-74.17356
Massachusetts State College,2,42.2684332,-71.8423676
Radcliffe College,7,51.5155148,-0.1388137
Rockford College,2,42.2692544,-89.0183685
Fordham University,16,40.8616045,-73.885758
University of Houston,1,29.7199489,-95.3422334
University of North Carolina,14,34.225775,-77.8697741
West Virginia University,1,39.6361396,-79.9559358
Stanford University,5,37.4274745,-122.169719
Western Reserve University,1,41.5043413,-81.6083838
Harvard Medical School,3,42.3366043,-71.1042154
Deerfield Academy,1,42.5455007,-72.6076778
"University of Maryland, School of Medicine",3,39.2887587,-76.6253242
Drew University,7,40.7611058,-74.4281995
Georgia State Women's College,1,33.9555269,-83.3760727
Catholic University,1,38.9368811,-76.998692
California Institute of Technology,3,34.1376576,-118.125269
Rockefeller Institute for Medical Research,4,3.1681,101.699852
Williams College,2,42.7134709,-73.2049942
University of Maryland Medical School,2,39.2988678,-76.5922432
Mundelein College,1,41.9986008,-87.6555312
Marine Biological Laboratory,5,41.5250098,-70.6712845
New York University College of Medicine,1,40.8501,-73.84625
St. Anselm's College,1,53.39,-3.048
University of California,8,34.4139629,-119.848947
State University of Iowa,3,41.6621432,-91.5550581
Pomona College,1,34.09718,-117.71166
Harvard University Medical School,2,42.325916,-71.500265
Columbia University,10,40.8075355,-73.9625727
Morgan State College,1,39.3435122,-76.5845846
West Chester State Teachers College,1,35.7871676,-78.6734527
Syracuse University,3,43.0391534,-76.1351158
University of Miami,3,25.7179436,-80.2781784
Wheaton College,5,41.96677,-71.18422
Wilson College,4,39.9500043,-77.6497847
Louisiana State University,1,30.4132579,-91.1800023
Hunter College,2,40.76843,-73.96458
Amherst College,13,42.3709104,-72.5170028
Woods Hole Oceanographic Institution,1,41.524508,-70.6710657
Duke University Medical School,3,36.0031313,-78.9368591
George Washington University,4,38.9007683,-77.0474734
Elmira College,2,42.0967817,-76.8153705
Princeton University,20,40.34285,-74.65682
"College of Medicine, Syracuse University",1,43.0385642,-76.1388679
University of Oklahoma,5,35.2058936,-97.4457137
Swarthmore College,7,39.90652,-75.35199
DePauw University,1,39.640397,-86.861622
Woods Hole Oceanographic Institute,3,41.524508,-70.6710657
Yale University,26,41.3163244,-72.9223431
University of  Puerto Rico,1,18.4028067,-66.0501373
Kent State University,1,41.1490629,-81.3414649
University of Pennsylvania School of Medicine,1,40.0068652,-75.1519054
Monmouth College,6,40.9121747,-90.6403183
Charles University,1,37.7216,-97.2975
Western Maryland College,7,39.58371,-77.00165
Purdue University,3,40.42809,-86.92251
University of Michigan,11,42.84031,-84.47982
University of Notre Dame,3,41.7052193,-86.2353067
Rhode Island State College,2,41.763247,-71.328076
American International College,1,42.1128526,-72.5571442
University of Missouri,3,38.9403808,-92.3277375
College of New Rochelle,3,40.89899,-73.7818
University of Kansas,1,38.8134,-97.60949
Cedar Crest College,1,40.58704,-75.51963
Haverford College,1,40.01178,-75.30574
Canisius College,1,42.9248338,-78.8514848
Baldwin-Wallace College,1,41.36838,-81.85152
Rice Institute,1,14.16044,121.23409
Yale University Medical School,1,41.3029812,-72.9315172
Conrell University Medical College,1,40.7653332,-73.9556543
De Paul University,2,41.8776314,-87.6272206
Strong Memorial Hospital,1,43.1226626,-77.623601
Claremont Graduate School,1,34.1027873,-117.7139451
University Brussels,1,14.6057458,121.0972934
Wellesley College,7,42.2935733,-71.3059278
Howard University,2,38.9226843,-77.0194377
Agnes Scott College,1,33.76828,-84.29494
Vanderbilt University Medical School,3,36.1445512,-86.8002151
Cornell University,15,42.4534492,-76.4735027
"Syracuse University, College of Medicine",2,43.0462667,-76.1402238
Long Island University,1,40.8177497,-73.5889284
Simmons College,1,42.3390666,-71.1006594
University of Hawaii,2,19.70667,-155.08278
Duke University,1,36.00153,-78.94001
Iowa State College,4,40.61916,-95.12081
Rutgers Unviersity,1,40.4786708,-74.4317893
University of Montreal,2,45.5056156,-73.6137592
Union College,1,39.56755,-84.81607
University of Western Ontario,2,43.0095971,-81.2737336
Western-Maryland College,1,39.5042615,-77.7316213
Carnegie Institute of Technology,5,40.4418248,-79.9473227
Massachusetts Institute of Technology,2,42.360091,-71.09416
Washington University,16,47.23565,-122.5504
Indiana University,6,39.1691355,-86.5149053
Seton Hill College,4,40.3088677,-79.5558944
Barnard Colege,1,40.8093953,-73.963384
Washington University Medical School,1,45.52401,-122.87482
Michigan State College,1,42.7041949,-84.4791506
University of Toronto,4,43.7847122,-79.1859984
Dartmouth College,7,43.7044406,-72.2886934
Tufts College,4,42.4074843,-71.1190229
University of South Carolina,1,33.7938,-79.0132
Queens College,2,40.7362895,-73.820286
Clark University,2,42.250386,-71.8222312
