Syracuse University,4,43.0391534,-76.1351158
Wesleyan University,3,41.5566104,-72.6569041
Western College,1,39.5036642,-84.7280083
University of South Dakota,2,42.7851754,-96.9253068
John A Andrew School,1,51.3130777,-0.5815309
Trinity College,4,41.747078,-72.690375
"Department of Zoology, State Normal School",1,73.019943,73.019943
Univesity of Chicago,1,41.879185,-87.6311769
Woman's College,4,23.03611,120.24278
Syracuse High School,1,41.1041557,-112.0644106
Princeton University,5,40.34285,-74.65682
Mt. Hermon School,1,30.9574026,-90.2950916
Oberlin College,4,41.2948457,-82.2233319
University of Michigan,9,42.84031,-84.47982
University of Pennsylvania,16,39.9522188,-75.1932137
Sweet Briar College,1,37.5557,-79.07975
Milwaukee-Downer College,1,43.0790298,-87.8777175
University of Indiana,1,41.0778659,-85.1187606
University of Rochester,2,43.1305531,-77.6260033
Univeristy of Missouri,1,38.9403808,-92.3277375
Vassar College,7,41.68704,-73.89541
University of Wisconsin,2,43.07388,-89.41095
St Louis University,5,38.6270025,-90.1994042
Park College,1,41.9754184,-87.7094086
Morningside College,2,42.47461,-96.35969
"Barnard College, Columbia University",2,40.8093953,-73.963384
Harvard University,5,42.3770029,-71.1166601
Mount Holyoke College,5,42.2567291,-72.5757671
University of St. Louis,2,38.65588,-90.30928
University of Chicago,34,41.78976,-87.59977
American Museum of Natural History,1,40.7813241,-73.9739882
University of Nebraska,1,42.02871,-103.73095
Jersey City High School,1,39.36804,-74.47614
Harvard College,1,42.3744537,-71.1170743
College of the City of New York,1,40.728606,-73.9957205
Bryn Mawr College,9,40.0266576,-75.3143902
Earlham College,1,39.823941,-84.913241
Smith College,3,42.3180957,-72.6372341
Philadelphia Normal School,1,39.952335,-75.163789
CUNY,1,48.009169,1.842814
State Normal School,2,44.02721,-88.55095
Cornell University Medical School,1,40.7665682,-73.9554388
Woman's College of Brown University,1,41.824723,-71.4028643
Johns Hopkins University,9,39.3249281,-76.6233538
Johns Hopkins Medical School,2,39.2895368,-76.6071495
High School,2,13.39676,144.67935
Ingleside School,1,35.45035,-84.5866
Radcliffe College,1,51.5155148,-0.1388137
"University of Texas, Austin",1,30.2878975,-97.7277262
United States Department of Agriculture,1,29.8907513,-97.9386375
Western Reserve University,1,41.5043413,-81.6083838
Philadelphia College of Pharmacy,2,39.94595,-75.20796
Harvard Medical School,4,42.3366043,-71.1042154
Lehigh University,3,40.60649,-75.38018
University of Texas,2,32.85013,-96.80028
Wabash College,3,40.0351229,-86.9070911
Williams College,5,42.7134709,-73.2049942
College of Charlestown,1,32.7837082,-79.9381577
Harvard University Medical School,1,42.325916,-71.500265
St. Louis University,1,38.6270025,-90.1994042
Cornell Medical School,2,40.7653332,-73.9556543
Agricultural College,1,18.5379804,73.8436028
Columbia University,25,40.8075355,-73.9625727
White Plains High School,1,41.0197532,-73.738139
Mt Holyoke College,4,42.2567291,-72.5757671
Detroid High School,2,33.6692144,-95.2684673
University of Oklahoma,1,35.2058936,-97.4457137
Yale University,3,41.3163244,-72.9223431
Steele High School,1,43.86802,-93.06381
Bradley Polytechnic Institute,2,37.2309695,-80.4245202
Normal College,1,39.099739,121.820543
University of Missouri,7,38.9403808,-92.3277375
University of Kansas,4,38.8134,-97.60949
Yale University???,1,41.3163244,-72.9223431
Westport High School,2,41.6214921,-71.0805981
Central High School,3,40.037459,-75.1495756
Massachusetts Agricultural College,1,42.3829626,-71.2139152
Mary Institute,1,42.9427583,-74.1702247
Wake Forest College,1,36.1373207,-80.2751552
DePauw University,1,39.640397,-86.861622
Hygienic Laboratory,1,41.7076998,-91.6065949
Army Medical Museum,1,29.4535195,-98.450578
Chicago Normal School,2,41.7699039,-87.6368907
Wellesley College,2,42.2935733,-71.3059278
Howard University,1,38.9226843,-77.0194377
"Indiana University, Bloomington",2,39.1691355,-86.5149053
Cornell University,4,42.4534492,-76.4735027
Woman's College of Baltimore,1,39.3617103,-76.6988196
University of Maine,9,44.897732,-68.6687076
Northwestern University,1,42.0539102,-87.6748758
University of Georgia,1,33.95206,-83.37394
General Theological Seminary,1,40.74528,-74.00472
Carnegie Institution,1,38.90928,-77.03581
Washington University,3,47.23565,-122.5504
Bennett School,1,26.1450853,-80.1231001
University of Toronto,1,43.7847122,-79.1859984
Dartmouth College,2,43.7044406,-72.2886934
Denison University,1,40.0740253,-82.5226425
Clark University,1,42.250386,-71.8222312
South Boston High School,1,42.3331208,-71.0449482
