Syracuse University,6,43.0391534,-76.1351158
Brown University,1,41.8267175,-71.4025625
Missouri State University,1,38.65588,-90.30928
State College,1,40.7933949,-77.8600012
Shorter College,1,34.2468985,-85.1644445
Wesleyan University,2,41.5566104,-72.6569041
University of South Dakota,2,42.7851754,-96.9253068
Woman's Medical College of Pennsylvania,1,40.010529,-75.183273
Manual Training School,1,39.346805,-76.6442328
John A Andrew School,2,51.3130777,-0.5815309
Hope College,1,33.64206,-93.57934
Miss Hill's School for Girls,1,26.213301,78.175529
Trinity College,2,41.747078,-72.690375
Bloomfield High School,1,36.716721,-107.977929
Miami University,3,39.5105334,-84.7308768
Pratt Institute High School,1,40.69109,-73.962952
Woman's College,4,23.03611,120.24278
Detroid High School,2,33.6692144,-95.2684673
CUNY and Brooklyn College,1,40.6955339,-73.9874589
Mt. Hermon School,2,30.9574026,-90.2950916
DeWitt Clinton High School,3,40.881717,-73.887241
Oberlin College,2,41.2948457,-82.2233319
University of Michigan,10,42.84031,-84.47982
Kansas University,1,38.8134,-97.60949
University of Pennsylvania,19,39.9522188,-75.1932137
High School for Girls,1,40.6475,-74.08361
DePauw University,1,39.640397,-86.861622
Vassar College,13,41.68704,-73.89541
Cooper Medical College,3,39.9416433,-75.1168728
Moores Hill College,1,13.0667409,80.2540891
Smith College and University of Chicago,1,41.8700557,-87.6716362
Delaware College,1,39.6779505,-75.7506113
Bradley Institute of Technology,1,33.7533078,-84.3688558
"Editor of Popular Science, NY; Nature and Science Editor of St. Nicholas",1,40.67305,-73.946167
Leland Stanford University,1,37.4272888,-122.1585757
Albany Normal College,1,42.6525793,-73.7562317
Academy of Northwestern University,1,34.9812439,-85.2967608
Masten Park High School,1,42.9089467,-78.8653132
St Louis University,2,38.6270025,-90.1994042
Bryn Mawr College,11,40.0266576,-75.3143902
John A. Andrew School,3,51.3130777,-0.5815309
New York University,1,40.7295134,-73.9964609
Park College,1,41.9754184,-87.7094086
Hillhouse High School,1,41.3226176,-72.9381119
"Barnard College, Columbia University",5,40.8093953,-73.963384
The State College,1,37.3351874,-121.8810715
Harvard University,10,42.3770029,-71.1166601
Illinois college,1,39.7302111,-90.24675
Ohio State University,1,41.49783,-81.53735
Yale College,2,41.3163244,-72.9223431
Bowditch School,1,42.5071406,-70.9092164
Hartford High School,1,41.76538,-72.70093
Post-graduate Medical School,1,41.3177431,69.3162881
Tufts Medical College,1,42.3505485,-71.0628814
Temple College,3,31.0718294,-97.3477077
State Normal and Model School,1,40.51709,-88.997421
Western Reserve Medical College,2,41.5049169,-81.6041026
Detroit Eastern High School,1,42.3642045,-83.0118641
University of Nebraska,4,42.02871,-103.73095
University of Maryland,1,39.32898,-76.62057
Mt. Holyoke College,12,42.2567291,-72.5757671
Dartmouth Medical School,1,43.6728862,-72.2721993
College of the City of New York,2,40.728606,-73.9957205
Barnard College,9,40.8093953,-73.963384
University of Minnesota,1,44.97441,-93.233
Pennsylvania College for Women,1,40.4475765,-79.9234461
Ursinus College,2,40.1942068,-75.4580225
Earlham College,1,39.823941,-84.913241
Smith College,10,42.3180957,-72.6372341
Lindon High School,1,38.0202006,-121.0896647
"Bureau of Plant Industry, US Department of Agriculture",2,34.023361,-117.956612
Smithsonian Institute,1,9.16667,-79.85
McGill University,2,45.5047847,-73.5771511
Friends Select School,1,39.9560682,-75.1669457
Rochester University,1,43.12923,-77.62806
Woman's College of Brown University,1,41.824723,-71.4028643
Johns Hopkins University,8,39.3249281,-76.6233538
Somerville High School,1,40.57816,-74.6121
Johns Hopkins Medical School,1,39.2895368,-76.6071495
Franklin Grammar School,1,33.2776183,-85.0932748
High School,8,13.39676,144.67935
Philadelphia Girls' High School,1,39.9598495,-75.1701522
U.S. Department of Agriculture,5,29.8907513,-97.9386375
Academy of Natural Sciences,1,39.9568251,-75.1711803
Rhode Island College,1,41.8420098,-71.4670406
Publich Schools,1,44.7776524,-117.8488294
"University of Texas, Austin",1,30.2878975,-97.7277262
United States Department of Agriculture,4,29.8907513,-97.9386375
Stanford University,1,37.4274745,-122.169719
Western Reserve University,1,41.5043413,-81.6083838
Western High School,2,26.1044134,-80.3280475
Philadelphia College of Pharmacy,3,39.94595,-75.20796
Harvard Medical School,3,42.3366043,-71.1042154
Lasell Seminary,1,42.3414332,-71.2477316
"Teachers College, Columbia University",1,40.810327,-73.9603906
Lehigh University,5,40.60649,-75.38018
University of Texas,2,32.85013,-96.80028
South Division High School,1,43.0136255,-87.9281405
Wadleigh High School,2,40.8025091,-73.9545137
New York Post Graduate Medical School,1,40.7143528,-74.0059731
Williams College,5,42.7134709,-73.2049942
Smithsonian Institution,1,38.8887861,-77.0260229
"Plant Breeding Laboratory, Department of Agriculture",1,36.95652,-85.439072
University of California,1,34.4139629,-119.848947
Girls' High School,5,-33.6902,151.1096
Columbia University,23,40.8075355,-73.9625727
Benedict College,1,34.01321,-81.02009
Washinton University,1,47.23565,-122.5504
Gloucester High School,1,42.613403,-70.676198
Baltimore Public Schools,1,39.311857,-76.612811
Philadelphia High School for Girls,1,40.0386615,-75.1466782
De Pauw University,2,64.8890888,-147.8068053
Colorado Agricultural College,1,40.2552848,-103.6189345
Princeton University,5,40.34285,-74.65682
Univeristy of Maine,1,44.897732,-68.6687076
Lincoln College,1,53.2310167,-0.5324152
Agricultural Department,1,23.6690732,87.6587295
Bates College,2,44.1055962,-70.2031861
Rhode Island College of Agriculture and Mechanical Arts,1,41.5800945,-71.4774291
Greencastle High School,1,39.7845491,-77.7238756
The Temple College,1,31.0718294,-97.3477077
Yale University,3,41.3163244,-72.9223431
Rush Medical College,7,41.8739217,-87.6694047
Public Schools,8,44.7776524,-117.8488294
Prospect Hill School,1,42.3788,-71.0965
Battle Creek College,2,35.1140844,-85.7496674
New Hampshire State College,1,43.0336607,-70.921624
South Carolina College,2,33.996112,-81.0274276
Normal College,3,39.099739,121.820543
Kansas State University,1,39.1974437,-96.5847249
Grammar School,1,40.9776721,-73.6851422
University of Missouri,6,38.9403808,-92.3277375
University of Kansas,7,38.8134,-97.60949
Marietta College,2,39.4145456,-81.4491067
Lawrence School,1,41.334287,-81.536237
State Normal College,1,32.68569,-88.50976
Central High School,2,40.037459,-75.1495756
Northwestern University,2,42.0539102,-87.6748758
Teachers College,2,40.810327,-73.9603906
Yonkers High School,1,40.92649,-73.88541
Ohio Wesleyan University,1,40.29645,-83.06713
Western University of Pennsylvania,2,40.83881,-77.80248
Pittsburgh High School,1,33.0030731,-94.9710784
Denison University,1,40.0740253,-82.5226425
Normal School,1,24.1438,120.6711
Iowa College,1,42.5223213,-93.266695
Chicago Normal School,1,41.7699039,-87.6368907
Wellesley College,7,42.2935733,-71.3059278
University of Chicago,65,41.78976,-87.59977
Cornell University,2,42.4534492,-76.4735027
Chaplin School for Girls,1,41.79306,-72.127739
Woman's College of Baltimore,3,39.3617103,-76.6988196
Department of Agriculture,2,29.8907513,-97.9386375
University of Maine,7,44.897732,-68.6687076
Iowa State College,1,40.61916,-95.12081
"Teachers' College, Columbia University",1,38.943723,-77.063942
Ludlow High School,1,42.1718544,-72.4661907
Mt Holyoke College,2,42.2567291,-72.5757671
Public School,4,14.5988851,79.3945965
Oberlin Conservatory of Music,2,41.2939386,-82.2173786
Baltimore City College,1,39.32569,-76.59666
Washington University,3,47.23565,-122.5504
Dartmouth College,7,43.7044406,-72.2886934
Tufts College,1,42.4074843,-71.1190229
University of Arkansas,1,36.0678324,-94.1736551
Clark University,1,42.250386,-71.8222312
South Boston High School,2,42.3331208,-71.0449482
Hamilton College,3,43.0530933,-75.4089154
