Allis Lake Laboratory,1,33.622471,-91.906593
Syracuse University,1,43.0391534,-76.1351158
Ottawa Collegiate Institute,1,45.4015838,-75.6969595
Brown University,22,41.8267175,-71.4025625
College of New Jersey,1,40.2688352,-74.78091
Olivet College,3,42.436064,-84.925261
Framingham Normal School,1,42.279286,-71.4161565
Hyde Park High School,1,42.2631542,-71.1175517
MIT,5,31.04179,31.33116
Miami University,3,39.5105334,-84.7308768
Woman's College,3,23.03611,120.24278
Wayland Academy,1,43.457675,-88.827405
Mt. Hermon School,2,30.9574026,-90.2950916
Cincinnati University,1,39.1329219,-84.5149504
Chicago Polyclinic,1,41.8781136,-87.6297982
University of Michigan,1,42.84031,-84.47982
Columbian University,1,40.8075355,-73.9625727
University of Pennsylvania,3,39.9522188,-75.1932137
University of Rochester,3,43.1305531,-77.6260033
Vassar College,9,41.68704,-73.89541
Columbia College,24,38.90176,-77.01094
Queen's University,1,44.2261474,-76.4965691
N.E. Manual Training School,1,39.346805,-76.6442328
Woman's Medical College,1,24.8985588,91.8724628
William College,1,38.8624877,-91.9496322
Williamstown High School,1,39.6824205,-75.0110006
Pennsylvania College,1,32.4687194,-94.7255658
Harvard College,1,42.3744537,-71.1170743
University of North Dakota,1,47.922891,-97.0768014
Bryn Mawr School,2,39.3642567,-76.629423
Massachusetts Agricultural Experimental Station,1,42.3839876,-71.2122846
Lake Forest Academy,2,42.2506545,-87.8926849
Township High School,1,40.0645807,-74.8370767
Lake Laboratory,1,38.7550365,-92.2068526
Normal School of Physical Training,1,40.51709,-88.997421
Hillsdale College,1,41.93222,-84.63361
Girls' Normal School,2,32.78212,-79.93564
Rice Training School,1,13.00044,77.61796
The Misses Masters' School,1,41.012569,-73.871719
University of Nebraska,1,42.02871,-103.73095
Mt. Holyoke College,1,42.2567291,-72.5757671
Bowdith School,1,42.5071406,-70.9092164
Boston University School of Medicine,1,42.3362379,-71.0723286
Bryn Mawr College,15,40.0266576,-75.3143902
California Academy of Science,1,37.769979,-122.466288
Princeton College,9,40.3498289,-74.64799
Smith College,4,42.3180957,-72.6372341
New Hampshire Conference Seminary and Female College,1,43.1938516,-71.5723953
"University of Pennsylvania, Department of Philosophy",1,39.9512523,-75.1947708
Armour Institute,1,33.8119572,-84.3795092
Bowdoin College,2,43.9067324,-69.9637933
McGill University,2,45.5047847,-73.5771511
Buffalo High School,1,37.6438599,-93.0963692
Johns Hopkins University,3,39.3249281,-76.6233538
Ohio University,1,39.3243417,-82.1014242
High School,2,13.39676,144.67935
Mt Holyoke Seminary and College,4,42.206959,-72.60743
Collegiate Institute,1,43.663302,-79.4895
Connecticut Normal-Training School,1,41.6032207,-73.087749
Woman's Medical College of New York Infimary,1,40.67305,-73.946167
Milwaukee College,1,43.04359,-87.92082
Freiends' High School,1,22.734529,75.885231
La Porte High School,1,29.6548133,-95.0172708
State University,1,40.7933949,-77.8600012
Williams College,2,42.7134709,-73.2049942
Rust University,1,39.6646,-75.7504
Beloit Academy,1,42.5053508,-89.0399612
Oak Grove Seminary and Bailey Institute,1,39.007519,-94.127541
University of City of New York,1,40.7291639,-74.0072887
Fort Wayne High School,1,41.000597,-85.1372377
Miami College,1,39.5105334,-84.7308768
New York Woman's Medical College,1,43.1230693,-77.6249723
Sheffield Scientific School,2,53.381129,-1.470085
Misses Hayward's School for Girls,1,53.557838,-2.44742
Mt Holyoke College,4,42.2567291,-72.5757671
De Pauw University,1,64.8890888,-147.8068053
Lake Forest University,3,28.086423,-82.4204251
Columbia College Physicians and Surgeons,1,40.84139,-73.94222
University of Cincinnati,3,39.1329219,-84.5149504
Yale University,8,41.3163244,-72.9223431
Wells College,1,42.74313,-76.69661
Grant College Institute,1,32.2502209,-110.9213011
Monmouth College,1,40.9121747,-90.6403183
Harvard University,4,42.3770029,-71.1166601
Massachusetts Institute of Technology,4,42.360091,-71.09416
Department of Public Schools,1,29.9751041,-92.1236658
Central High School,2,40.037459,-75.1495756
Northwestern University,6,42.0539102,-87.6748758
University of Toronto,1,43.7847122,-79.1859984
Ohio Wesleyan University,3,40.29645,-83.06713
University of Zurich,2,47.37653,8.54922
Wake Forest College,1,36.1373207,-80.2751552
Normal School,1,24.1438,120.6711
College P. & S.,1,37.6745653,-121.7738732
Allis Lke Laboratory,1,33.622471,-91.906593
Iowa College,1,42.5223213,-93.266695
Wellesley College,2,42.2935733,-71.3059278
University of Chicago,31,41.78976,-87.59977
Cornell University,6,42.4534492,-76.4735027
State Normal School,4,44.02721,-88.55095
English High School,1,16.7846252,96.1569518
Drexel Institute,1,32.148688,-110.9601292
Carleton College,1,44.461333,-93.1556063
Indiana University,2,39.1691355,-86.5149053
Michigan State Normal School,1,44.3148443,-85.6023643
Milwaukee High School,1,42.373579,-88.127471
Cornell Universit,1,42.4534492,-76.4735027
Tufts College,1,42.4074843,-71.1190229
Clark University,16,42.250386,-71.8222312
Hamilton College,6,43.0530933,-75.4089154
